"country","region","year","sex","age_group","percent_of_cvd_deaths","trans_fat_pct_kcal_day","sodium_g_per_day","fiber_g_per_day","fruit_g_per_day","legumes_g_per_day","mean_prev_overweight","mean_change_overweight","mean_prev_obese","mean_change_obese","smoking_or_tobacco_use","gdp_billions"
"Montenegro","Balkans",2008,"Female","55-59 years",39.0103534710037,0.441545889415582,4.10135101048438,19.3596669249689,266.103358440996,25.5012706396369,0.295399902786657,-0.136392873993724,0.421277766382656,0.866384463806257,NA,10.68040039
"Serbia","Balkans",2008,"Male","25-29 years",9.39188560743553,0.349539569482521,6.35429182486678,13.4612119895324,152.700804371991,29.774514465208,0.311387087135832,0.549862763100276,0.0500636525267998,2.08743935717097,NA,107.398898437
"Serbia","Balkans",2008,"Female","25-29 years",13.0685857843508,0.3512874044374,4.26835882727542,13.3852573217731,146.551139202681,34.393713909035,0.210571761416919,0.539606364720924,0.116853026924653,2.38413409704169,NA,107.398898437
"Serbia","Balkans",2008,"Male","30-34 years",15.1783965198065,0.349331911332969,5.55746563274607,13.6778700820263,157.349634251524,30.7311743378939,0.395446620143821,0.44717557028583,0.0657374559190757,1.78291435212092,NA,107.398898437
"Serbia","Balkans",2008,"Female","30-34 years",15.7398167418063,0.350587129220453,3.96465877335678,13.6026089385409,151.712247589076,35.3066529140299,0.2770487296172,0.451221088131024,0.144751937656068,2.10712767325722,NA,107.398898437
"Serbia","Balkans",2008,"Male","35-39 years",22.1956142113966,0.350928757824524,5.71425212854114,13.888171840102,164.000990403276,31.6113637023277,0.427891496588896,0.292305599945195,0.0984942778789956,1.75878093593576,NA,107.398898437
"Serbia","Balkans",2008,"Female","35-39 years",18.1029368396239,0.356232687369217,3.98725302931255,13.7944964304757,157.4454788068,36.5145765360151,0.270127872521453,0.18228064857863,0.206679178426516,2.01170759260986,NA,107.398898437
"Serbia","Balkans",2008,"Male","40-44 years",29.652854865817,0.361630548616392,6.05555930093473,14.3094673638971,173.319895916407,32.1882649753161,0.454538751975681,0.253289246937609,0.11094411683491,1.55398346030897,NA,107.398898437
"Serbia","Balkans",2008,"Female","40-44 years",21.4179163267002,0.360175281001336,4.26198326221027,14.2342785782145,166.619099873937,37.0652446478946,0.31187339632292,0.119200459590742,0.237372277623736,1.70368609930061,NA,107.398898437
"Serbia","Balkans",2008,"Male","45-49 years",33.2640232295374,0.36632413169159,6.5440846680921,15.0522969606986,190.986551181217,32.4530564350323,0.459398737015935,0.155478583568491,0.156364267515697,1.30595872346657,NA,107.398898437
"Serbia","Balkans",2008,"Female","45-49 years",24.5747363480831,0.363396299908219,4.62085131178327,14.9802968665151,183.56133801782,37.4119194584527,0.318028247674144,0.008522873619865,0.307902325624257,1.30246662640474,NA,107.398898437
"Serbia","Balkans",2008,"Male","50-54 years",35.8511392353973,0.372006526191775,5.74882420021989,15.8109704229575,208.542134567269,32.9981652345677,0.471949100988989,0.136950708682703,0.168116564265623,1.18918763650654,NA,107.398898437
"Serbia","Balkans",2008,"Female","50-54 years",27.4838455564058,0.372795494448735,4.1263131730666,15.7114024696744,199.907743938416,37.9921764595345,0.343177319721791,-0.0312346322711353,0.336604036537442,1.16260403919476,NA,107.398898437
"Serbia","Balkans",2008,"Male","55-59 years",38.6946278951214,0.378605403511408,5.7464946153153,16.5530896526228,226.399611863205,32.9414859657793,0.476165811800951,0.10139281038975,0.197077848773187,1.15482018920798,NA,107.398898437
"Serbia","Balkans",2008,"Female","55-59 years",32.8433163707495,0.381851363611261,4.09802270752567,16.4522491426196,217.334557758497,37.9519884761692,0.352461786448855,-0.0975463179559042,0.39428042067811,0.998344780342792,NA,107.398898437
"Serbia","Balkans",2008,"Male","60-64 years",41.9119388034102,0.384745161066302,5.70068391559256,16.800797970917,234.971622302519,32.6169953983571,0.473810239888616,0.116228366332139,0.184547224488392,1.15879910761324,NA,107.398898437
"Serbia","Balkans",2008,"Female","60-64 years",39.9289240298086,0.387656674975608,4.08222325116343,16.7240630106799,225.767009906021,37.4815698693523,0.378227976318802,-0.111098896959154,0.388208841242616,0.952426377173475,NA,107.398898437
"Serbia","Balkans",2008,"Male","65-69 years",46.2913179701624,0.390518841485507,5.93921483674685,16.2972137487663,229.292917855,31.4746964537192,0.445996748400722,0.147124675562172,0.181130661475488,1.41107023305068,NA,107.398898437
"Serbia","Balkans",2008,"Female","65-69 years",48.873292640677,0.392814628063176,4.41217675801605,16.2112853447849,220.551724357489,36.1972204369901,0.380289211640677,-0.124277940673248,0.380771834992554,1.09921606887508,NA,107.398898437
"Serbia","Balkans",2008,"Male","70-74 years",52.6176597388844,0.407051214449936,6.54478474839334,15.7720279590212,225.041986770633,30.2832390127923,0.425863955313906,0.176300059592172,0.168240853835818,1.45224750110885,NA,107.398898437
"Serbia","Balkans",2008,"Female","70-74 years",59.7089752799775,0.405830640568812,5.08964653396804,15.6900345325683,216.171405172012,34.8367088799101,0.38186520411779,-0.0701572541510774,0.348069126752781,1.20072444988689,NA,107.398898437
"Serbia","Balkans",2008,"Male","75-79 years",60.0624717196921,0.413689822130631,7.11974669006642,15.2652507688894,219.679804840086,29.1573584069828,0.442915841240549,0.23465920842667,0.14674894320757,1.36434006142745,NA,107.398898437
"Serbia","Balkans",2008,"Female","75-79 years",68.6524175105743,0.414446626008162,5.60823457355955,15.1870559338384,211.383965456836,33.4823527395347,0.387286178364832,0.0152226730779594,0.327802484286073,1.1918165279114,NA,107.398898437
"Serbia","Balkans",2008,"Male","80-84 years",65.2517543238704,0.43245221560985,6.73918641620768,13.9061989750242,208.620784494886,26.231828434848,0.296633386980732,0.245786323361813,0.13271379377568,1.70128625120026,NA,107.398898437
"Serbia","Balkans",2008,"Female","80-84 years",74.9775651696424,0.431884431552654,5.14039393377948,13.8079604417281,200.225128120241,30.3082973374104,0.350985739672155,0.20604755300791,0.190410312580855,1.64321478066619,NA,107.398898437
"Slovakia","Central Europe",2008,"Male","25-29 years",7.97817103954246,0.540960725520504,6.35830203639451,10.1893228373234,80.7303007399782,23.01769455128,0.361766436329497,0.220485432640188,0.130430580627519,0.708649100279791,NA,141.01571875
"Slovakia","Central Europe",2008,"Female","25-29 years",10.3292772114947,0.541883337755048,4.26444710700585,10.1334704968727,77.5838237642339,26.3807381371642,0.130719578674287,0.269264922083452,0.0983637556911536,0.831971801506632,NA,141.01571875
"Slovakia","Central Europe",2008,"Male","30-34 years",12.3058684106357,0.541611451768857,5.54592649448992,10.354867111793,83.5812420978527,23.6106447602409,0.38043155092273,0.0967642941199825,0.154764514756657,0.487720039483175,NA,141.01571875
"Slovakia","Central Europe",2008,"Female","30-34 years",13.0155233085038,0.538844403184993,3.96583349116388,10.2957852577608,80.2913864454224,27.2576138960483,0.16915588522899,0.165186970910809,0.131392188543262,0.914164923039768,NA,141.01571875
"Slovakia","Central Europe",2008,"Male","35-39 years",18.2788921894434,0.54556630037692,5.71518989028575,10.5094530117736,86.6111655859011,24.3914744035324,0.452999764307563,0.0327537068037148,0.197394566617851,0.411816114859752,NA,141.01571875
"Slovakia","Central Europe",2008,"Female","35-39 years",14.6362797585694,0.549841324736479,3.97736708335646,10.4483343037052,83.1350953006595,28.122665363227,0.179200838143328,0.115672425021998,0.172301510608136,0.812872691268331,NA,141.01571875
